transaction_id,scheme_name,unit_no,property_type,district,state,postcode,built_up_sqft,price_rm,transaction_date,source_batch
TX-2026-08-01887,Desa Putra Perdana Klang,G-12-14,Berkembar 2 Tingkat,Klang,Selangor,41370,2967,1331000,2026-08-30,B6
TX-2026-08-02902,Kondominium Mutiara Sentosa Gombak,F-13-03,Teres 1 Tingkat,Gombak,Selangor,68005,1377,466000,2026-08-06,B6
TX-2026-08-02383,Residensi Putra Perdana Hulu,E-29-12,Teres 1 Tingkat,Hulu Selangor,Selangor,35909,1217,325500,2026-08-19,B4
TX-2026-08-00551,Taman Kenanga Sari Gombak,B-27-14,Berkembar 2 Tingkat,Gombak,Selangor,68008,2721,1035000,2026-08-04,B1
TX-2026-08-00895,Desa Mutiara Sentosa Klang,C-13-22,Berkembar 2 Tingkat,Klang,Selangor,42083,2998,1139500,2026-08-07,B2
TX-2026-08-01809,Bandar Anggerik Jaya Petaling,A-12-16,Kondominium,Petaling,Selangor,47155,1304,551000,2026-08-08,B2
TX-2026-08-00220,Pangsapuri Tasik Permai Gombak,A-31-24,Pangsapuri,Gombak,Selangor,68010,590,225000,2026-08-12,B4
TX-2026-08-02219,Residensi Seri Melati Kuala,C-24-14,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,52866,1532,1582500,2026-08-11,B5
TX-2026-08-01401,Desa Putra Perdana Klang,C-25-01,Teres 2 Tingkat,Klang,Selangor,41781,2400,911500,2026-08-25,B5
TX-2026-08-01302,Kondominium Cempaka Wangi Sepang,A-08-17,Berkembar 2 Tingkat,Sepang,Selangor,63141,3215,1256000,2026-08-10,B6
TX-2026-08-02348,Taman Kenanga Sari Klang,B-36-03,Kondominium,Klang,Selangor,42105,1059,478500,2026-08-07,B5
TX-2026-08-00802,Pangsapuri Suria Bayu Kuala,D-20-15,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,52964,1383,728000,2026-08-15,B1
TX-2026-08-00833,Desa Mutiara Sentosa Sabak,E-23-01,Pangsapuri,Sabak Bernam,Selangor,45305,587,94,2026-08-10,B2
TX-2026-08-02353,Kondominium Damai Indah Petaling,G-21-13,Kondominium,DAERAH PETALING,Selangor,46810,852,501500,2026-08-19,B1
TX-2026-08-01760,Taman Kenanga Sari Kuala,D-15-05,Kondominium,Kuala Langat,Selangor,42709,922,191500,2026-08-29,B2
TX-2026-08-00753,Bandar Mutiara Sentosa Kuala,A-24-13,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,54016,927,620000,2026-08-31,B4
TX-2026-08-00532,Pangsapuri Kenanga Sari Petaling,E-37-08,Teres 2 Tingkat,Petaling,Selangor,47366,1653,697000,2026-08-13,B4
TX-2026-08-01123,Bandar Putra Perdana Hulu,E-33-13,Berkembar 2 Tingkat,Hulu Selangor,Selangor,35904,2555,442500,2026-08-18,B5
TX-2026-08-02420,Kondominium Mutiara Sentosa Gombak,D-11-12,Pangsapuri,Gombak,Selangor,68033,614,356500,2026-08-31,B2
TX-2026-08-00561,Bandar Damai Indah Hulu,B-04-14,Berkembar 2 Tingkat,Hulu Langat,Selangor,43149,2442,860500,2026-08-16,B3
TX-2026-08-01955,Bandar Anggerik Jaya Hulu,F-21-21,Teres 2 Tingkat,Hulu Langat,Selangor,43140,1482,526000,2026-08-06,B5
TX-2026-08-02604,Taman Kenanga Sari Kuala,B-12-14,Teres 1 Tingkat,Kuala Langat,Selangor,42503,1033,302500,2026-08-04,B6
TX-2026-08-01093,Residensi Seri Melati Kuala,C-31-10,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,59350,3281,2083000,2026-08-19,B3
TX-2026-08-00659,Residensi Seri Melati Kuala,A-03-12,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,56898,2235,2183000,2026-08-27,B2
TX-2026-08-02938,Pangsapuri Warisan Murni Kuala,A-32-22,Pangsapuri,Kuala Langat,Selangor,42537,738,287500,2026-08-09,B4
TX-2026-08-00304,Kondominium Kenanga Sari Sepang,D-10-06,Teres 2 Tingkat,Sepang,Selangor,63164,1971,845500,2026-08-01,B5
TX-2026-08-00535,Taman Kenanga Sari Klang,D-05-09,Kondominium,Klang,Selangor,41320,828,248000,2026-08-14,B1
TX-2026-08-02981,Kondominium Impian Setia Petaling,C-36-21,Banglo,Petaling,Selangor,47187,3956,1954500,2026-08-08,B6
TX-2026-08-00177,Pangsapuri Suria Bayu Kuala,B-34-21,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,50403,826,783000,2026-08-24,B1
TX-2026-08-01062,Desa Mutiara Sentosa Klang,E-08-19,Kondominium,Klang,Selangor,41662,1276,333000,2026-08-17,B4
TX-2026-08-02579,Bandar Anggerik Jaya Petaling,F-34-02,Berkembar 2 Tingkat,Petaling,Selangor,47633,2303,1135000,2026-08-19,B2
TX-2026-08-00378,Taman Anggerik Jaya Kuala,D-08-16,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,56968,1072,862000,2026-08-26,B6
TX-2026-08-00487,Kondominium Putra Perdana Petaling,A-35-06,Banglo,Petaling,Selangor,46342,3944,3351000,2026-08-26,B1
TX-2026-08-02785,Kondominium Mutiara Sentosa Hulu,D-38-15,Banglo,Hulu Langat,Selangor,43363,3641,1358000,2026-08-03,B2
TX-2026-08-01633,Desa Kenanga Sari Hulu,G-28-06,Teres 2 Tingkat,Hulu Langat,Selangor,43212,1829,1043500,2026-08-21,B6
TX-2026-08-01406,Taman Warisan Murni Gombak,B-15-13,Teres 1 Tingkat,Gombak,Selangor,68031,1096,437000,2026-08-26,B6
TX-2026-08-00430,Taman Warisan Murni Gombak,D-23-12,Pangsapuri,Gombak,Selangor,68021,597,300500,2026-08-06,B2
TX-2026-08-01230,Kondominium Putra Perdana Petaling,A-16-24,Berkembar 2 Tingkat,Petaling,Selangor,46395,2579,1121500,2026-08-12,B3
TX-2026-08-01961,Bandar Anggerik Jaya Hulu,E-03-22,Teres 2 Tingkat,Hulu Langat,Selangor,43461,2007,660000,2026-08-27,B5
TX-2026-08-02729,Kondominium Impian Setia Gombak,E-19-05,Teres 1 Tingkat,Gombak,Selangor,68067,1010,356500,2026-08-08,B3
TX-2026-08-00271,Kondominium Damai Indah Petaling,D-31-14,Pangsapuri,Petaling,Selangor,46150,745,439500,2026-08-14,B6
TX-2026-08-01117,Residensi Kenanga Sari Sepang,D-03-07,Teres 2 Tingkat,Sepang,Selangor,63164,2018,738000,2026-08-31,B1
TX-2026-08-00970,Bandar Mutiara Sentosa Kuala,A-19-21,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,52465,944,615000,2026-08-14,B1
TX-2026-08-02771,Taman Suria Bayu Kuala,A-18-17,Banglo,Kuala Selangor,Selangor,45776,4061,1691500,07/08/2026,B6
TX-2026-08-02317,Taman Tasik Permai Klang,F-08-21,Banglo,Klang,Selangor,41564,4303,1170500,2026-08-08,B4
TX-2026-08-00864,Desa Kenanga Sari Hulu,B-12-03,Teres 1 Tingkat,DAERAH HULU LANGAT,Selangor,43279,1240,403500,2026-08-27,B1
TX-2026-08-02210,Kondominium Damai Indah Petaling,D-02-11,Teres 2 Tingkat,Petaling,Selangor,46052,2300,1257000,2026-08-16,B3
TX-2026-08-02861,Bandar Anggerik Jaya Petaling,F-36-11,Pangsapuri,Petaling,Selangor,46226,877,567000,2026-08-22,B1
TX-2026-08-01675,Residensi Seri Melati Kuala,G-26-14,Pangsapuri,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,51025,668,640500,2026-08-04,B3
TX-2026-08-02186,Desa Warisan Murni Petaling,D-27-14,Teres 2 Tingkat,Petaling,Selangor,46130,2320,950000,2026-08-31,B1
TX-2026-08-00064,Pangsapuri Suria Bayu Kuala,C-34-19,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,59256,631,410000,2026-08-25,B2
TX-2026-08-02113,Kondominium Mutiara Sentosa Gombak,D-21-15,Teres 2 Tingkat,DAERAH GOMBAK,Selangor,68099,1444,484000,2026-08-11,B3
TX-2026-08-02191,Residensi Damai Indah Sepang,F-25-17,Teres 1 Tingkat,Sepang,Selangor,63233,1006,267000,2026-08-24,B4
TX-2026-08-00211,Pangsapuri Suria Bayu Sepang,C-16-13,Teres 1 Tingkat,Sepang,Selangor,71800,1349,541000,2026-08-12,B6
TX-2026-08-01534,Bandar Bukit Harmoni Hulu,G-21-24,Kondominium,Hulu Selangor,Selangor,44229,1497,744500,2026-08-16,B6
TX-2026-08-01692,Desa Seri Melati Kuala,D-31-07,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,50465,553,405000,2026-08-20,B6
TX-2026-08-01086,Pangsapuri Suria Bayu Sepang,F-11-06,Banglo,DAERAH SEPANG,Selangor,63256,3730,1672000,2026-08-28,B4
TX-2026-08-01326,Pangsapuri Suria Bayu Sepang,C-18-21,Teres 2 Tingkat,Sepang,Selangor,63240,1886,1026000,2026-08-30,B2
TX-2026-08-01541,Bandar Anggerik Jaya Petaling,F-21-02,Teres 2 Tingkat,DAERAH PETALING,Selangor,47349,1459,958000,2026-08-21,B4
TX-2026-08-00021,Kondominium Mutiara Sentosa Hulu,C-03-12,Pangsapuri,Hulu Langat,Selangor,43031,701,280500,2026-08-31,B1
TX-2026-08-02900,Residensi Damai Indah Sepang,D-28-14,Pangsapuri,DAERAH SEPANG,Selangor,63116,746,289000,2026-08-14,B1
TX-2026-08-01935,Desa Bukit Harmoni Petaling,G-18-15,Berkembar 2 Tingkat,Petaling,Selangor,46951,2212,1590500,2026-08-22,B1
TX-2026-08-02586,Desa Warisan Murni Petaling,B-31-20,Berkembar 2 Tingkat,Petaling,Selangor,46496,2806,1595500,2026-08-19,B1
TX-2026-08-01872,Desa Bukit Harmoni Petaling,F-09-18,Banglo,Petaling,Selangor,46038,5095,3255000,2026-08-04,B2
TX-2026-08-00318,Taman Tasik Permai Klang,C-17-24,Teres 1 Tingkat,Klang,Selangor,41744,1049,539000,2026-08-02,B4
TX-2026-08-01771,Desa Cempaka Wangi Gombak,F-09-22,Pangsapuri,Gombak,Selangor,68031,617,281000,2026-08-23,B4
TX-2026-08-02173,Pangsapuri Warisan Murni Kuala,C-21-21,Teres 2 Tingkat,Kuala Langat,Selangor,42513,2398,655000,2026-08-01,B1
TX-2026-08-01920,Desa Warisan Murni Petaling,G-36-21,Banglo,Petaling,Selangor,47218,4433,2266500,27/08/2026,B6
TX-2026-08-01565,Desa Kenanga Sari Hulu,A-38-20,Teres 1 Tingkat,Hulu Langat,Selangor,43227,1222,399000,2026-08-17,B4
TX-2026-08-01397,Kondominium Damai Indah Petaling,A-32-14,Banglo,DAERAH PETALING,Selangor,46845,2901,1889000,2026-08-10,B4
TX-2026-08-00992,Residensi Warisan Murni Kuala,E-20-15,Teres 1 Tingkat,Kuala Langat,Selangor,42600,1251,416000,2026-08-01,B5
TX-2026-08-02288,Bandar Mutiara Sentosa Kuala,F-25-06,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,57256,1530,647000,2026-08-22,B1
TX-2026-08-01185,Desa Seri Melati Kuala,B-11-21,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,59560,676,424500,2026-08-24,B2
TX-2026-08-00922,Pangsapuri Bukit Harmoni Sabak,D-05-02,Kondominium,Sabak Bernam,Selangor,45285,1543,292500,2026-08-11,B5
TX-2026-08-00964,Pangsapuri Seri Melati Kuala,A-33-07,Kondominium,Kuala Selangor,Selangor,45758,1200,267000,2026-08-03,B2
TX-2026-08-01396,Kondominium Mutiara Sentosa Hulu,C-10-02,Teres 2 Tingkat,Hulu Langat,Selangor,43064,2389,600500,2026-08-19,B2
TX-2026-08-01848,Desa Bukit Harmoni Petaling,D-38-20,Berkembar 2 Tingkat,Petaling,Selangor,46911,3184,2257000,2026-08-27,B1
TX-2026-08-02272,Pangsapuri Suria Bayu Kuala,F-09-02,Banglo,Kuala Lumpur,W.P. Kuala Lumpur,59555,4391,2073500,2026-08-06,B4
TX-2026-08-01125,Pangsapuri Kenanga Sari Kuala,D-37-20,Pangsapuri,Kuala Selangor,Selangor,45768,701,228500,2026-08-12,B3
TX-2026-08-01717,Taman Putra Perdana Hulu,E-20-13,Teres 1 Tingkat,Hulu Selangor,Selangor,44248,1099,375500,2026-08-07,B1
TX-2026-08-02205,Bandar Anggerik Jaya Hulu,C-22-04,Berkembar 2 Tingkat,Hulu Langat,Selangor,43196,2291,1024500,2026-08-18,B1
TX-2026-08-00293,Taman Anggerik Jaya Kuala,C-25-05,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,59070,2533,1379500,2026-08-27,B3
TX-2026-08-00575,Desa Seri Melati Kuala,E-33-07,Banglo,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,54148,3370,2870500,2026-08-29,B2
TX-2026-08-02948,Bandar Kenanga Sari Kuala,C-12-22,Teres 1 Tingkat,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,52250,1375,1123500,2026-08-29,B4
TX-2026-08-02775,Kondominium Mutiara Sentosa Hulu,F-03-11,Teres 1 Tingkat,DAERAH HULU LANGAT,Selangor,43458,1302,531000,2026-08-27,B4
TX-2026-08-00934,Bandar Anggerik Jaya Petaling,B-07-11,Kondominium,Petaling,Selangor,46746,896,347000,2026-08-26,B1
TX-2026-08-01556,Pangsapuri Cempaka Wangi Klang,G-38-11,Pangsapuri,Klang,Selangor,41579,845,453500,2026-08-31,B3
TX-2026-08-01019,Desa Cempaka Wangi Gombak,G-17-20,Kondominium,Gombak,Selangor,68041,1103,545000,2026-08-24,B5
TX-2026-08-02033,Kondominium Kenanga Sari Sepang,F-35-24,Berkembar 2 Tingkat,Sepang,Selangor,63137,2899,1073500,2026-08-10,B6
TX-2026-08-00006,Residensi Kenanga Sari Sepang,E-02-12,Kondominium,Sepang,Selangor,63144,1108,432000,2026-08-25,B5
TX-2026-08-00403,Pangsapuri Seri Melati Hulu,B-19-12,Teres 2 Tingkat,DAERAH HULU LANGAT,Selangor,43106,1411,545000,2026-08-19,B6
TX-2026-08-00731,Pangsapuri Putra Perdana Kuala,F-08-11,Kondominium,Kuala Selangor,Selangor,45788,1347,407000,2026-08-08,B3
TX-2026-08-00395,Kondominium Kenanga Sari Hulu,F-07-03,Teres 2 Tingkat,Hulu Langat,Selangor,43357,2242,1201000,2026-08-17,B5
TX-2026-08-02027,Bandar Anggerik Jaya Petaling,C-29-11,Kondominium,Petaling,Selangor,46087,1596,523500,2026-08-29,B1
TX-2026-08-02999,Residensi Mutiara Sentosa Kuala,F-26-18,Pangsapuri,Kuala Langat,Selangor,42670,878,322000,2026-08-22,B4
TX-2026-08-02502,Bandar Kenanga Sari Kuala,G-35-06,Teres 2 Tingkat,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,59376,2259,1130000,2026-08-27,B2
TX-2026-08-00475,Residensi Putra Perdana Hulu,D-26-18,Teres 2 Tingkat,Hulu Selangor,Selangor,44131,1803,765500,2026-08-20,B3
TX-2026-08-00733,Kondominium Damai Indah Petaling,B-14-23,Banglo,Petaling,Selangor,47492,4828,1972500,2026-08-19,B4
TX-2026-08-01233,Desa Seri Melati Kuala,C-08-18,Kondominium,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,52387,1478,781000,2026-08-24,B6
TX-2026-08-02428,Residensi Mutiara Sentosa Kuala,A-04-08,Kondominium,Kuala Langat,Selangor,42622,1233,362000,2026-08-04,B4
TX-2026-08-01788,Desa Seri Melati Kuala,D-07-19,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,52170,1991,1090000,2026-08-27,B5
TX-2026-08-00083,Taman Kenanga Sari Kuala,G-06-19,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,57682,1199,779500,2026-08-05,B2
TX-2026-08-01320,Taman Seri Melati Hulu,B-19-11,Teres 1 Tingkat,Hulu Langat,Selangor,43143,1131,471500,2026-08-03,B6
TX-2026-08-01526,Bandar Anggerik Jaya Hulu,D-29-16,Banglo,Hulu Langat,Selangor,43483,3117,762000,2026-08-24,B6
TX-2026-08-00619,Kondominium Impian Setia Petaling,D-23-23,Teres 1 Tingkat,Petaling,Selangor,47240,1151,612000,2026-08-02,B3
TX-2026-08-00279,Taman Bukit Harmoni Klang,C-05-21,Teres 2 Tingkat,DAERAH KLANG,Selangor,41618,1649,551000,2026-08-23,B6
TX-2026-08-02061,Bandar Damai Indah Hulu,G-11-22,Kondominium,Hulu Langat,Selangor,43135,879,268000,2026-08-13,B4
TX-2026-08-00543,Desa Tasik Permai Sepang,A-06-09,Banglo,Sepang,Selangor,63146,5058,1849500,2026-08-17,B5
TX-2026-08-00904,Taman Tasik Permai Klang,B-10-10,Teres 2 Tingkat,Klang,Selangor,41640,1937,601500,2026-08-13,B6
TX-2026-08-01890,Pangsapuri Tasik Permai Gombak,D-02-11,Pangsapuri,Gombak,Selangor,68046,871,305500,2026-08-17,B1
TX-2026-08-01667,Kondominium Damai Indah Petaling,A-18-24,Pangsapuri,Petaling,Selangor,46651,949,454000,2026-08-01,B5
TX-2026-08-01628,Kondominium Mutiara Sentosa Gombak,F-19-01,Berkembar 2 Tingkat,Gombak,Selangor,68036,2434,1598500,2026-08-30,B4
TX-2026-08-02228,Taman Warisan Murni Gombak,D-05-08,Kondominium,Gombak,Selangor,68046,1331,616000,2026-08-23,B6
TX-2026-08-02218,Pangsapuri Tasik Permai Gombak,F-34-10,Teres 2 Tingkat,Gombak,Selangor,68083,1654,756500,2026-08-08,B1
TX-2026-08-01128,Desa Tasik Permai Sepang,E-33-20,Teres 1 Tingkat,Sepang,Selangor,63162,1371,728000,2026-08-29,B6
TX-2026-08-01530,Pangsapuri Suria Bayu Kuala,G-13-16,Banglo,Kuala Lumpur,W.P. Kuala Lumpur,59798,3795,2861500,2026-08-16,B2
TX-2026-08-00355,Kondominium Mutiara Sentosa Hulu,E-17-02,Teres 1 Tingkat,DAERAH HULU LANGAT,Selangor,43366,983,454500,2026-08-21,B1
TX-2026-08-00419,Pangsapuri Warisan Murni Kuala,D-12-07,Kondominium,Kuala Langat,Selangor,42627,922,295500,2026-08-21,B3
TX-2026-08-02665,Kondominium Kenanga Sari Sepang,F-33-02,Teres 2 Tingkat,Sepang,Selangor,63292,1696,717000,2026-08-15,B4
TX-2026-08-00722,Kondominium Putra Perdana Petaling,D-10-12,Teres 2 Tingkat,Petaling,Selangor,46418,1501,549500,2026-08-01,B4
TX-2026-08-00292,Taman Warisan Murni Hulu,F-09-11,Banglo,Hulu Selangor,Selangor,44108,4812,1049000,2026-08-10,B6
TX-2026-08-01942,Desa Impian Setia Klang,A-30-15,Kondominium,Klang,Selangor,41262,1592,533000,2026-08-26,B2
TX-2026-08-01948,Desa Mutiara Sentosa Klang,D-04-16,Kondominium,Klang,Selangor,41887,1098,295500,2026-08-20,B4
TX-2026-08-01135,Taman Anggerik Jaya Kuala,E-35-13,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,58887,978,661500,2026-08-18,B6
TX-2026-08-02136,Pangsapuri Kenanga Sari Kuala,G-30-17,Banglo,Kuala Selangor,Selangor,45744,4929,1803500,2026-08-01,B1
TX-2026-08-00300,Residensi Seri Melati Kuala,D-23-21,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,58726,850,603500,2026-08-13,B4
TX-2026-08-01937,Taman Kenanga Sari Klang,B-20-19,Teres 2 Tingkat,Klang,Selangor,41100,1798,788000,2026-08-26,B1
TX-2026-08-01246,Residensi Putra Perdana Hulu,G-28-21,Berkembar 2 Tingkat,Hulu Selangor,Selangor,44150,3213,732000,2026-08-09,B6
TX-2026-08-01215,Pangsapuri Cempaka Wangi Klang,A-01-21,Banglo,Klang,Selangor,41556,3324,1689000,2026-08-27,B2
TX-2026-08-00685,Desa Impian Setia Kuala,C-11-17,Kondominium,Kuala Selangor,Selangor,45779,1061,250000,13/08/2026,B1
TX-2026-08-01094,Pangsapuri Seri Melati Hulu,D-37-21,Teres 1 Tingkat,Hulu Langat,Selangor,43275,1300,805000,2026-08-15,B4
TX-2026-08-00796,Kondominium Damai Indah Petaling,G-09-12,Pangsapuri,Petaling,Selangor,47693,584,438000,2026-08-25,B4
TX-2026-08-00654,Bandar Mutiara Sentosa Kuala,A-18-10,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,56666,1181,813000,2026-08-29,B5
TX-2026-08-00234,Pangsapuri Kenanga Sari Kuala,A-08-17,Teres 2 Tingkat,DAERAH KUALA SELANGOR,Selangor,45795,2310,643500,2026-08-11,B6
TX-2026-08-01057,Bandar Suria Bayu Kuala,C-37-24,Pangsapuri,DAERAH KUALA LANGAT,Selangor,42579,604,149500,2026-08-13,B6
TX-2026-08-02925,Pangsapuri Cempaka Wangi Klang,A-35-11,Teres 1 Tingkat,Klang,Selangor,42245,1304,598500,2026-08-27,B2
TX-2026-08-02880,Bandar Mutiara Sentosa Kuala,G-08-03,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,59258,1173,718000,2026-08-25,B2
TX-2026-08-00194,Pangsapuri Putra Perdana Kuala,D-21-18,Teres 2 Tingkat,Kuala Selangor,Selangor,45613,2346,651500,2026-08-08,B4
TX-2026-08-00422,Pangsapuri Tasik Permai Gombak,E-38-18,Berkembar 2 Tingkat,Gombak,Selangor,68028,3336,1463000,2026-08-12,B2
TX-2026-08-02258,Bandar Anggerik Jaya Petaling,D-05-04,Banglo,Petaling,Selangor,47669,2833,1003500,2026-08-28,B2
TX-2026-08-01316,Kondominium Mutiara Sentosa Hulu,B-26-24,Teres 2 Tingkat,Hulu Langat,Selangor,43298,2382,1189500,2026-08-18,B3
TX-2026-08-01035,Bandar Anggerik Jaya Petaling,D-04-06,Berkembar 2 Tingkat,Petaling,Selangor,46282,2276,1133000,2026-08-12,B2
TX-2026-08-01880,Desa Putra Perdana Klang,C-26-18,Berkembar 2 Tingkat,DAERAH KLANG,Selangor,42102,2262,783000,2026-08-12,B3
TX-2026-08-02263,Taman Bukit Harmoni Klang,G-38-16,Berkembar 2 Tingkat,Klang,Selangor,41597,3001,928000,2026-08-07,B6
TX-2026-08-00669,Taman Seri Melati Hulu,F-03-11,Teres 1 Tingkat,Hulu Langat,Selangor,43089,1254,445000,2026-08-22,B5
TX-2026-08-01217,Desa Seri Melati Kuala,G-34-14,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,57266,2831,2277000,2026-08-04,B3
TX-2026-08-01615,Kondominium Damai Indah Petaling,G-23-15,Banglo,Petaling,Selangor,47354,3056,1810500,2026-08-28,B6
TX-2026-08-02942,Taman Bukit Harmoni Klang,C-31-19,Banglo,Klang,Selangor,41598,3702,1509500,2026-08-07,B4
TX-2026-08-00346,Taman Seri Melati Hulu,D-25-19,Berkembar 2 Tingkat,Hulu Langat,Selangor,43091,2222,1078000,2026-08-30,B1
TX-2026-08-02644,Desa Bukit Harmoni Petaling,F-35-09,Teres 1 Tingkat,Petaling,Selangor,46830,1009,289000,2026-08-04,B2
TX-2026-08-01068,Kondominium Kenanga Sari Hulu,B-17-01,Pangsapuri,Hulu Langat,Selangor,43410,849,466500,2026-08-11,B5
TX-2026-08-01654,Kondominium Kenanga Sari Hulu,G-30-14,Berkembar 2 Tingkat,Hulu Langat,Selangor,43302,2418,824000,2026-08-28,B3
TX-2026-08-01895,Pangsapuri Kenanga Sari Petaling,G-20-21,Teres 1 Tingkat,Petaling,Selangor,47622,920,722000,2026-08-21,B1
TX-2026-08-02611,Pangsapuri Tasik Permai Gombak,G-26-06,Berkembar 2 Tingkat,Gombak,Selangor,68052,2987,1463000,2026-08-31,B4
TX-2026-08-00519,Kondominium Damai Indah Petaling,E-31-24,Pangsapuri,DAERAH PETALING,Selangor,47574,585,243500,2026-08-02,B3
TX-2026-08-01040,Taman Warisan Murni Gombak,A-19-21,Pangsapuri,Gombak,Selangor,68029,755,501000,2026-08-02,B6
TX-2026-08-02926,Desa Bukit Harmoni Petaling,E-28-04,Teres 1 Tingkat,Petaling,Selangor,46261,1329,923000,2026-08-09,B3
TX-2026-08-02807,Residensi Seri Melati Kuala,E-26-16,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,59535,1168,718500,2026-08-05,B1
TX-2026-08-02057,Kondominium Impian Setia Petaling,F-15-10,Banglo,DAERAH PETALING,Selangor,46409,4578,1756000,2026-08-22,B6
TX-2026-08-02175,Kondominium Putra Perdana Petaling,D-29-23,Kondominium,Petaling,Selangor,47392,1030,344000,2026-08-08,B6
TX-2026-08-02533,Desa Kenanga Sari Hulu,D-19-19,Pangsapuri,Hulu Langat,Selangor,43030,775,308000,2026-08-21,B6
TX-2026-08-01211,Taman Anggerik Jaya Kuala,C-34-07,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,59996,571,300000,2026-08-18,B3
TX-2026-08-00074,Taman Anggerik Jaya Kuala,F-07-01,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,56943,1533,996500,2026-08-20,B2
TX-2026-08-00132,Bandar Anggerik Jaya Petaling,D-21-20,Kondominium,Petaling,Selangor,46418,1212,630000,2026-08-17,B2
TX-2026-08-00928,Desa Bukit Harmoni Petaling,D-11-07,Kondominium,DAERAH PETALING,Selangor,46035,1138,748000,2026-08-15,B1
TX-2026-08-01161,Taman Kenanga Sari Gombak,E-34-24,Banglo,Gombak,Selangor,68065,5036,3538500,2026-08-08,B3
TX-2026-08-00380,Residensi Seri Melati Kuala,E-06-24,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,56549,2265,2088000,2026-08-31,B2
TX-2026-08-00339,Residensi Warisan Murni Kuala,E-35-21,Teres 1 Tingkat,Kuala Langat,Selangor,42774,1309,345000,2026-08-02,B1
TX-2026-08-02010,Residensi Putra Perdana Hulu,B-07-15,Banglo,Hulu Selangor,Selangor,44215,4776,1536500,2026-08-19,B1
TX-2026-08-00297,Pangsapuri Seri Melati Hulu,C-09-10,Kondominium,Hulu Langat,Selangor,43004,1427,826500,2026-08-14,B4
TX-2026-08-01285,Bandar Tasik Permai Kuala,A-12-09,Teres 1 Tingkat,Kuala Selangor,Selangor,45730,1036,374000,11/08/2026,B3
TX-2026-08-01716,Residensi Damai Indah Sepang,C-19-21,Kondominium,Sepang,Selangor,63053,1376,506500,2026-08-17,B5
TX-2026-08-00110,Kondominium Impian Setia Petaling,F-28-16,Kondominium,Petaling,Selangor,46934,1432,744500,2026-08-22,B4
TX-2026-08-00715,Taman Bukit Harmoni Klang,G-30-23,Pangsapuri,Klang,Selangor,41127,769,421000,2026-08-20,B6
TX-2026-08-02672,Bandar Damai Indah Hulu,B-21-05,Berkembar 2 Tingkat,Hulu Langat,Selangor,43055,2291,948500,2026-08-10,B5
TX-2026-08-02253,Kondominium Mutiara Sentosa Hulu,A-24-15,Berkembar 2 Tingkat,DAERAH HULU LANGAT,Selangor,43153,3243,1008000,2026-08-07,B5
TX-2026-08-02955,Kondominium Kenanga Sari Hulu,G-08-03,Berkembar 2 Tingkat,Hulu Langat,Selangor,43042,2792,1631000,2026-08-07,B1
TX-2026-08-00984,Bandar Anggerik Jaya Hulu,B-37-17,Teres 1 Tingkat,Hulu Langat,Selangor,43471,902,259000,2026-08-15,B4
TX-2026-08-02978,Desa Mutiara Sentosa Klang,C-28-02,Teres 1 Tingkat,Klang,Selangor,41858,1223,400000,2026-08-29,B1
TX-2026-08-02155,Bandar Anggerik Jaya Petaling,B-23-23,Kondominium,Petaling,Selangor,47251,1129,632000,2026-08-28,B2
TX-2026-08-00545,Desa Putra Perdana Klang,G-09-13,Banglo,Klang,Selangor,41525,3142,1273000,2026-08-22,B1
